id,shop_domain,application_id,autocomplete_enabled,user_created_at_least_one_qr,nbr_merchandised_queries,nbrs_pinned_items,showing_logo,has_changed_sort_orders,analytics_enabled,use_metafields,nb_metafields,show_products,instant_search_enabled,instant_search_enabled_on_collection,only_using_faceting_on_collection,use_merchandising_for_collection,index_prefix,indexing_paused,install_channel,export_date,nb_admin_user
570f87e3-12c4-487d-8dc8-2ff570893ce0,discover-bag-lot.myshopify.com,4KZZUUXW0G,True,False,0,[0],True,False,False,False,8,False,False,False,False,False,shopify_,False,marketplace,2019-04-09,9
e203421f-0d50-447b-b689-21f72879ebbe,final-head-tree.myshopify.com,JN6UQWZ4MX,True,False,0,[0],True,False,False,False,8,False,False,False,False,False,shopify_,False,marketplace,2019-04-09,11
70c050fb-d735-42f9-adee-e5419bd9fdaf,realize-cultural-become.myshopify.com,FD2RK3K6NG,True,False,0,[0],True,False,False,False,8,False,False,False,False,False,shopify_,False,marketplace,2019-04-09,13
b3411051-6c59-4cdc-b2ca-3b6b192257fc,alone-senior-growth.myshopify.com,FE34L6HFS1,True,False,0,[0],True,False,False,False,12,False,False,False,False,False,shopify_win_,False,marketplace,2019-04-09,11
83da95d9-8ed3-4af4-a3b3-8ce5b051a5f3,page-father-during.myshopify.com,JF847EGWN2,True,False,0,[0],False,False,False,False,3,False,False,False,False,False,shopify_,False,marketplace,2019-04-09,18
22229411-ae8f-4950-9923-16c593d0dd93,school-positive-feeling.myshopify.com,,True,False,0,[0],True,False,False,False,7,False,False,False,False,False,shopify_cell_free_past_,False,marketplace,2019-04-09,8
8e0442d0-43b7-426e-894e-c3a1ebe0ec1b,letter-land-too.myshopify.com,,True,True,3,"[2, 2, 2]",True,False,True,True,N/A,False,True,True,False,False,shopify_consumer_clear_result_,False,marketplace,2019-04-09,2
864a0fed-1418-4b62-b53f-8d1f620c51f0,lay-experience-coach.myshopify.com,,True,False,0,[0],False,False,False,True,9,False,False,False,False,False,shopify_quality_,False,marketplace,2019-04-09,13
efa44e5c-d465-4680-ab89-268292a88eaa,weight-expert-recent.myshopify.com,2XCESH6264,True,False,0,[0],False,False,False,True,13,False,False,False,False,False,shopify_score_,False,marketplace,2019-04-09,9
2160dc7d-de1f-4144-9195-1869683ce750,work-worker-investment.myshopify.com,QGBP8PW5MQ,True,False,0,[0],True,False,False,False,19,False,False,False,False,False,shopify_ahead_reality_south_,False,marketplace,2019-04-09,13
c68a8a62-a82d-401d-8b23-b77785d6cb7d,important-require-travel.myshopify.com,QHM18PC3BZ,True,False,0,[0],True,True,False,False,5,False,False,False,False,False,shopify_letter_agree_across_,False,marketplace,2019-04-09,1
3ada3b3f-5e18-4adf-be27-b36a466caea4,product-play-within.myshopify.com,QVVRVFY39O,True,True,1,[2],False,False,True,True,6,True,True,False,True,False,shopify_,False,marketplace,2019-04-09,18
4639d97e-40b2-4dcf-98f0-325f7518ee55,hard-speech-task.myshopify.com,FTHDGMO8PD,True,False,0,[0],False,False,False,False,15,False,True,False,False,False,shopify_pass_dog_room_,False,marketplace,2019-04-09,2
5fbf347c-128b-4459-b2ad-2fd58fb9e540,next-success-although.myshopify.com,OV0NVNQWQR,True,False,0,[0],True,True,False,True,8,False,False,False,False,False,shopify_,False,marketplace,2019-04-09,19
a45761e8-c48e-47fa-a0ea-1413f936254a,set-often-house.myshopify.com,QOMT1ZIID1,True,False,0,[0],True,True,False,False,0,False,False,False,False,False,shopify_win_,False,marketplace,2019-04-09,5
0cf82271-7bd0-4ecd-909a-cd68c9474283,worker-walk-address.myshopify.com,M0Z1SECR74,True,False,0,[0],False,True,True,False,7,True,True,False,False,False,shopify_,False,marketplace,2019-04-09,11
a5825558-5530-46cf-bd6d-2caa25896e0e,hit-admit-condition.myshopify.com,I3C7IJFMVL,True,False,0,[0],True,True,False,True,14,False,False,False,False,False,shopify_others_stuff_recently_,False,marketplace,2019-04-09,14
4ac8d465-bfc3-49c4-8af0-0476ea093951,sea-nothing-whatever.myshopify.com,V2E8LJ5SQ1,False,False,0,[0],False,False,False,True,8,True,False,False,False,False,shopify_machine_lawyer_enter_,False,marketplace,2019-04-09,15
ea1ce717-bb55-46fa-a055-9e7ef28956ee,hair-wish-she.myshopify.com,5ADRZ6EQL9,True,False,0,[0],False,False,False,True,15,False,True,False,False,False,shopify_,False,marketplace,2019-04-09,15
13c2af89-51bd-4f7f-80de-be15bd704372,boy-night-rest.myshopify.com,UGEN7K3JND,True,False,0,[0],False,False,False,False,2,False,True,False,False,False,shopify_,False,marketplace,2019-04-09,4
c743f8ed-044c-4cf9-acd7-9b53b17febda,choose-successful-similar.myshopify.com,VVP7F4ENV6,True,False,0,[0],True,True,False,False,9,False,False,False,False,False,shopify_pattern_face_represent_,False,marketplace,2019-04-09,7
b21cff39-5007-44e7-868c-3895f6c03448,dinner-all-mother.myshopify.com,RAJJVMOEMB,True,False,0,[0],False,True,False,False,20,False,False,False,False,False,shopify_likely_,False,marketplace,2019-04-09,4
c9d7ec2b-baf9-4f1f-8bd9-d862310b8344,present-affect-or.myshopify.com,41E9ZSF3FC,True,False,0,[0],False,False,False,True,5,False,True,False,False,False,shopify_both_,False,marketplace,2019-04-09,12
fd64049c-b959-4990-bb58-6fd30e5890dc,military-treat-do.myshopify.com,1D7QPL35R5,True,False,0,[0],False,True,False,False,12,False,True,False,False,False,shopify_walk_sister_car_,False,marketplace,2019-04-09,17
25daed01-2a66-4b1d-b035-4541cba8fca8,east-above-add.myshopify.com,526GRPNLX2,True,False,0,[0],False,False,False,True,9,True,True,False,False,False,shopify_down_home_case_,False,marketplace,2019-04-09,16
71955a9b-8f9f-41eb-9317-b8255515141d,lose-model-organization.myshopify.com,DRUIUWIPKA,True,False,0,[0],True,True,False,False,N/A,False,False,False,False,False,shopify_right_decision_easy_,False,marketplace,2019-04-09,7
01e0b306-99ee-4d07-81a4-22bf85d42dea,have-special-exist.myshopify.com,A8RF8RNKJ8,True,False,0,[0],True,False,False,True,6,False,True,False,False,False,shopify_science_,False,marketplace,2019-04-09,9
59cdb6a1-1bca-4e58-8f37-86ce80c8db16,a-want-answer.myshopify.com,GSIIDE4NFV,True,False,0,[0],True,True,False,False,16,False,False,False,False,False,shopify_,False,marketplace,2019-04-09,2
eec8c55c-5b95-4563-ae54-7f9efd6408e2,third-week-even.myshopify.com,PMP7I5EHPK,True,False,0,[0],True,True,False,False,14,False,True,False,False,False,shopify_,False,marketplace,2019-04-09,18
d7fbeab1-a60f-4494-bdc0-b85174c5d015,character-under-tell.myshopify.com,DAD8065DTZ,True,False,0,[0],True,False,False,False,20,False,True,False,False,False,shopify_,False,marketplace,2019-04-09,1
6c59de7a-44db-4388-bd9b-d5486f99d42f,huge-i-idea.myshopify.com,15FWZS5LPM,True,False,0,[0],False,False,False,True,5,False,True,False,False,False,shopify_college_hold_bar_,False,marketplace,2019-04-09,2
e6857120-57c3-4bf0-b1ad-15a116249194,conference-project-opportunity.myshopify.com,QGGXGLCBOZ,True,False,0,[0],False,True,False,False,1,False,True,False,False,False,shopify_,False,marketplace,2019-04-09,4
d5dbf78f-1452-4b42-b29a-d5e6a4c233b1,half-card-ago.myshopify.com,,True,False,0,[0],True,True,False,False,14,False,False,False,False,False,shopify_food_relationship_seek_,False,marketplace,2019-04-09,14
b4229063-b9fc-4f3f-9ad9-b2b6160bd9c7,person-site-receive.myshopify.com,U7VNBNPL4S,True,False,0,[0],False,False,False,False,16,False,True,False,True,False,shopify_sister_,False,marketplace,2019-04-09,8
797faeca-3f46-4ae2-a56a-7aaf0b8c7a32,administration-police-side.myshopify.com,9JKGB5ASGS,True,False,0,[0],True,True,False,False,6,False,True,False,False,False,shopify_tax_rule_development_,False,marketplace,2019-04-09,8
b2da2975-9458-4e15-b0a3-0bc3b97f146b,discuss-despite-what.myshopify.com,6V5M4WYTHW,True,False,0,[0],True,False,False,False,14,False,True,False,False,False,shopify_,False,marketplace,2019-04-09,5
d2543fca-71ab-4b4a-ad2f-47c3bb5d9c10,car-discussion-yeah.myshopify.com,485ZGJCNET,True,False,0,[0],True,True,False,False,4,False,False,False,True,False,shopify_win_,False,marketplace,2019-04-09,9
f6cce995-3508-4086-8076-9529fa1038c2,reason-tree-move.myshopify.com,PZGAD1QQ8J,True,True,1,[4],True,False,False,True,5,False,True,True,False,False,shopify_,False,marketplace,2019-04-09,8
3524d001-d8c1-4d80-b92a-0b8da99a2248,majority-second-sing.myshopify.com,I4TWU9BWCP,True,False,0,[0],True,True,False,False,11,False,False,False,False,False,shopify_,False,marketplace,2019-04-09,1
effb6ea1-312a-4046-999a-7c5e51d1be33,international-owner-beyond.myshopify.com,ZMK422LNYJ,True,True,5,"[4, 1, 1, 1, 6]",False,False,True,False,1,True,True,False,False,False,shopify_,False,marketplace,2019-04-09,15
e22222b6-bb37-46a1-81b2-6d73e98e9324,who-pick-prepare.myshopify.com,K8VC0UPXV7,True,False,0,[0],False,True,False,False,8,False,True,False,False,False,shopify_store_,False,marketplace,2019-04-09,2
47dd0ddd-861a-4ac8-a502-fba7279a07eb,gun-everyone-happy.myshopify.com,PGMATCM6PD,True,False,0,[0],True,False,False,False,6,False,True,False,False,False,shopify_parent_,False,marketplace,2019-04-09,7
2af10fa1-8aa9-48f3-b1c7-bd0b1e5d35be,present-other-indeed.myshopify.com,ZJOK08JF8Q,True,False,0,[0],False,True,False,False,7,False,True,False,False,False,shopify_agency_doctor_physical_,False,marketplace,2019-04-09,17
3dc3a53f-58ed-4c98-8542-9c080c96b6b0,news-interest-organization.myshopify.com,Y7LSNSIAA0,True,False,0,[0],False,False,False,False,13,True,False,False,True,False,shopify_business_,False,marketplace,2019-04-09,19
28dd163d-7fc3-486c-9739-11b2f1eea6a6,despite-manager-site.myshopify.com,MVCJ6PP5JO,True,False,0,[0],True,True,False,False,N/A,False,True,False,False,False,shopify_,False,marketplace,2019-04-09,1
