id,shop_domain,application_id,autocomplete_enabled,user_created_at_least_one_qr,nbr_merchandised_queries,nbrs_pinned_items,showing_logo,has_changed_sort_orders,analytics_enabled,use_metafields,nb_metafields,show_products,instant_search_enabled,instant_search_enabled_on_collection,only_using_faceting_on_collection,use_merchandising_for_collection,index_prefix,indexing_paused,install_channel,export_date,nb_admin_user
a80b42ef-d1cd-4856-8627-7049f9be3b94,matter-lot-politics.myshopify.com,C0NKKOMS04,True,False,0,[0],True,False,False,False,2,False,False,False,False,False,shopify_,False,marketplace,2019-04-10,10
2089e86c-b196-442d-a7b7-0f9e38fbcdc4,doctor-notice-hold.myshopify.com,V8M7M883IW,True,False,0,[0],True,False,False,False,3,False,False,False,False,False,shopify_,False,marketplace,2019-04-10,14
36eed723-216e-46d1-85af-e097949b2923,fear-focus-common.myshopify.com,,True,False,0,[0],True,False,False,False,19,False,False,False,False,False,shopify_sister_painting_tax_,False,marketplace,2019-04-10,12
0d6125cf-115b-4bc7-b37a-ad32f1b70343,night-vote-couple.myshopify.com,,True,False,0,[0],True,False,False,False,19,False,False,False,False,False,shopify_current_compare_data_,False,marketplace,2019-04-10,7
8f7dbcfa-8fce-44e2-96fb-7a490df79bbf,score-bar-peace.myshopify.com,,True,False,0,[0],False,False,False,False,8,False,False,False,False,False,shopify_full_set_ago_,False,marketplace,2019-04-10,13
ede5872e-05a7-4789-b9cd-b9b5c0bdfb7f,hold-professor-item.myshopify.com,Y2JTQEUXT5,True,False,0,[0],True,False,False,False,12,False,False,False,False,False,shopify_,False,marketplace,2019-04-10,3
ab149431-ac73-443d-8f8f-0da376e31bb3,church-buy-movement.myshopify.com,8KD3G3PEUF,True,True,3,"[2, 2, 2]",True,False,True,True,8,False,True,True,False,False,shopify_movie_simple_fish_,False,marketplace,2019-04-10,17
e4afc4ec-e176-4850-9472-2485e3b201c3,professional-million-such.myshopify.com,3N8HY0Z9IW,True,False,0,[0],False,False,False,True,1,False,False,False,False,False,shopify_,False,marketplace,2019-04-10,1
2938ddd9-e980-4888-ba0f-a7d93f4ab396,service-court-specific.myshopify.com,6UUE2T9BS8,True,False,0,[0],False,False,False,True,N/A,False,False,False,False,False,shopify_,False,marketplace,2019-04-10,10
a6d0a145-7c6b-4e6d-b022-73b51edf6200,their-next-woman.myshopify.com,Y14Q5T6JES,True,False,0,[0],True,False,False,False,17,False,False,False,False,False,shopify_business_property_brother_,False,marketplace,2019-04-10,20
a01627d5-d163-4cf7-a55d-10393c1351ce,hospital-become-class.myshopify.com,,True,False,0,[0],True,True,False,False,5,False,False,False,False,False,shopify_also_himself_parent_,False,marketplace,2019-04-10,17
f519ab9b-8484-4c7c-ae98-1be14693c798,but-half-stay.myshopify.com,LJA1OUWOAC,True,True,1,[2],False,False,True,True,12,True,True,False,True,False,shopify_,False,marketplace,2019-04-10,18
3864845f-1bf3-4ad7-86ad-5727c9384c64,tough-future-ahead.myshopify.com,,True,False,0,[0],False,False,False,False,19,False,True,False,False,False,shopify_himself_,False,marketplace,2019-04-10,8
ab6aedb8-6c64-4271-86c5-75c1896c563e,minute-ground-society.myshopify.com,,True,False,0,[0],True,True,False,True,20,False,False,False,False,False,shopify_,False,marketplace,2019-04-10,6
9cfcff33-c298-477a-a02e-6f186101c5eb,develop-yourself-nature.myshopify.com,,True,False,0,[0],True,True,False,False,11,False,False,False,False,False,shopify_,False,marketplace,2019-04-10,1
3325c743-36e7-4c07-9713-c7ed7042e704,thank-often-democrat.myshopify.com,,True,False,0,[0],False,True,True,False,10,True,True,False,False,False,shopify_nice_,False,marketplace,2019-04-10,11
7b197596-cf64-4d81-b604-85d5d8d7bfe9,moment-fund-world.myshopify.com,,True,False,0,[0],True,True,False,True,17,False,False,False,False,False,shopify_,False,marketplace,2019-04-10,6
1307708c-6539-4113-ae34-3ef16cc49412,tax-contain-company.myshopify.com,,False,False,0,[0],False,False,False,True,11,True,False,False,False,False,shopify_art_attorney_process_,False,marketplace,2019-04-10,15
55859e93-bcb6-4bb6-bc3f-c13110fb1a5a,call-win-home.myshopify.com,,True,False,0,[0],False,False,False,True,4,False,True,False,False,False,shopify_,False,marketplace,2019-04-10,15
dd950c15-e5e7-4def-b920-0ce6dc6de270,general-star-create.myshopify.com,,True,False,0,[0],False,False,False,False,12,False,True,False,False,False,shopify_,False,marketplace,2019-04-10,17
d14d735a-d27c-4f8c-a634-5d293dbb5952,ground-control-attorney.myshopify.com,,True,False,0,[0],True,True,False,False,16,False,False,False,False,False,shopify_,False,marketplace,2019-04-10,11
f4d1113b-edbc-4ad2-b010-a7bfd04065ab,method-key-news.myshopify.com,,True,False,0,[0],False,True,False,False,12,False,False,False,False,False,shopify_ever_,False,marketplace,2019-04-10,1
a804b381-92ea-42bb-9b6e-49a55b41585d,pass-attorney-method.myshopify.com,K20QDYPKG5,True,False,0,[0],False,False,False,True,16,False,True,False,False,False,shopify_race_,False,marketplace,2019-04-10,10
c6d081ac-81d8-4d91-8f52-95847ef8b157,them-without-who.myshopify.com,W493S29CMT,True,False,0,[0],False,True,False,False,17,False,True,False,False,False,shopify_,False,marketplace,2019-04-10,19
20c1e779-5c85-4c57-9651-ee9109530de3,week-decade-friend.myshopify.com,JRW2ZSQAKB,True,False,0,[0],False,False,False,True,15,True,True,False,False,False,shopify_american_line_source_,False,marketplace,2019-04-10,8
55c375e1-9936-4c24-8934-3513a257e091,skin-detail-several.myshopify.com,,True,False,0,[0],True,True,False,False,19,False,False,False,False,False,shopify_administration_,False,marketplace,2019-04-10,8
8a2e2bf7-b594-4edf-89aa-b9aa2c5ed791,middle-behavior-democrat.myshopify.com,,True,False,0,[0],True,False,False,True,16,False,True,False,False,False,shopify_room_prove_loss_,False,marketplace,2019-04-10,16
b43e81d1-2f15-484f-b5da-9077409d0c9f,media-represent-practice.myshopify.com,7GU48NPL6Q,True,False,0,[0],True,True,False,False,N/A,False,False,False,False,False,shopify_,False,marketplace,2019-04-10,5
af0989e6-b3c5-4a25-928a-49e56a5a7471,how-success-feel.myshopify.com,,True,False,0,[0],True,True,False,False,0,False,True,False,False,False,shopify_now_several_great_,False,marketplace,2019-04-10,19
ecde3e51-391a-41ec-9c23-02b0ce1b3ed3,teach-everybody-risk.myshopify.com,,True,False,0,[0],True,False,False,False,14,False,True,False,False,False,shopify_,False,marketplace,2019-04-10,4
d666ba0e-5ffa-4086-96cf-0bae77427fca,learn-fine-hold.myshopify.com,,True,False,0,[0],False,False,False,True,1,False,True,False,False,False,shopify_that_,False,marketplace,2019-04-10,18
e03ec497-fa7b-4315-9517-3f00ef16419f,sport-tonight-help.myshopify.com,,True,False,0,[0],False,True,False,False,18,False,True,False,False,False,shopify_you_sort_mean_,False,marketplace,2019-04-10,10
